Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
634,4165018,"Keewon Shin","2020-01-29 23:29:43",0.35915,1,keewonshin
635,4023539,JU__Incomplete,"2019-12-14 21:14:17",0.35914,7,"mahbubcseju1,masumbhuiyan,taimurislam"
636,4286427,GedTW,"2020-02-04 07:41:03",0.35914,9,chihantsai
637,4249322,PAT,"2020-01-14 04:08:49",0.35913,1,pradeeppathak9
638,4290682,Sano,"2020-02-03 22:51:23",0.35912,3,natsukisano
639,4298985,"Modestas Jurčius","2020-01-25 15:21:04",0.35911,1,kepure
640,4222114,Camp,"2020-02-08 16:01:15",0.35907,2,kchenyu
641,4332731,Makotu,"2020-02-02 16:30:11",0.35907,1,mhyodo
642,4157919,"Ming Cong","2019-12-31 21:44:15",0.35907,4,mingcong18
643,4073052,Bruno16,"2020-01-18 20:43:04",0.35906,13,bruno16
644,4053806,bingo,"2020-02-01 11:11:27",0.35906,12,bkbingo
645,4153315,dmatlock,"2020-01-28 21:26:02",0.35906,3,dmatock
646,4333171,Ryslan888,"2020-02-08 11:43:24",0.35905,1,ryslan888
647,4015753,"Niranjan Singh","2019-12-29 21:17:06",0.35905,1,niranjanmaisnam
648,4039497,googlecn,"2019-12-23 03:22:53",0.35904,5,googlecn
649,4014835,"Anand Selvadurai","2020-02-10 18:30:23",0.35903,5,anandselvadurai
650,4244785,MariGaneshKumar,"2020-01-17 16:36:00",0.35902,4,mariganeshkumar
651,4264855,DHU_JQ,"2020-02-10 15:09:48",0.35901,15,jqamazing
652,4161432,carajumpshigh,"2020-01-30 22:03:14",0.35900,4,lukunru
653,4030959,pairwiseseq,"2019-12-20 18:26:38",0.35899,1,pairwiseseq
654,4294954,"Daniil K.","2020-01-24 11:38:48",0.35899,2,potatocakemagic
655,4329323,Wu_Yiqun,"2020-02-02 09:14:44",0.35898,2,decarmelo
656,4098753,Key-Minamoto,"2020-01-20 04:43:55",0.35897,2,usermina
657,4325934,"a little fat","2020-02-02 07:54:00",0.35897,1,wulixuejia12
658,4189624,yzhao,"2020-01-02 00:23:02",0.35895,3,zydkaggle
659,4148425,"Dr. Hemanth Kumar","2019-12-19 02:58:33",0.35891,1,hemanth007
660,4109457,"Improving_Renyiming ","2019-12-19 03:48:38",0.35891,1,renyimg
661,4018180,Yerne🐉,"2020-01-10 20:22:36",0.35891,2,yerne39
662,4208578,"Fredrik Jonsson","2020-01-03 20:04:41",0.35891,1,frjo0083
663,4091607,"Akash Manna","2019-12-19 18:06:15",0.35884,18,akashmanna
664,4187104,Hasith,"2020-01-06 04:37:51",0.35884,8,hasith
665,4177809,Paladin,"2020-02-10 17:33:50",0.35882,8,suryap2011
666,4203356,"Sumedh Ravi","2020-01-09 18:44:13",0.35877,3,sumedhravi
667,4191149,derplearning,"2020-02-10 08:48:27",0.35876,23,gamerx
668,4326047,iamycd,"2020-02-07 13:34:13",0.35875,4,iamycd
669,4165336,"Renjie Qian","2020-02-09 14:04:25",0.35872,2,rjqian
670,4291498,"Arman Yanpi","2020-01-25 22:29:57",0.35871,1,aspiryn
671,4301689,JRPC,"2020-01-26 07:44:53",0.35869,1,juanricardop
672,4095806,"Next Chocolate","2019-12-19 15:08:22",0.35866,1,millersu
673,4228174,[Deleted],"2020-01-13 15:18:35",0.35864,4,del=03de5bab34265d61
674,4062888,Mikhail,"2019-12-31 12:09:40",0.35864,1,kilianovski
675,4014601,"Ayman Khalafallah","2020-01-22 20:09:12",0.35859,1,aymankh
676,4028657,MaksimKalutsky,"2019-12-17 20:22:56",0.35855,1,sergeykalutsky
677,4136435,"Darko Androcec","2020-01-15 12:21:37",0.35852,6,dandrocec
678,4035604,eduardofv,"2019-12-28 03:11:19",0.35849,19,eduardofv
679,4241388,shirakia,"2020-01-12 06:18:15",0.35847,1,shirakia
680,4242833,Seia,"2020-01-28 00:38:57",0.35846,4,seiya1998
681,4206208,DOALA0155,"2020-01-03 05:27:58",0.35844,1,doala0155
682,4264428,"Manav #2","2020-01-17 01:14:14",0.35844,1,manav06
683,4197124,"Takafumi Takizawa","2019-12-31 13:34:20",0.35840,2,takafumitakizawa
684,4051057,"Fernando Ramacciotti","2020-02-09 21:58:19",0.35840,7,fernandoramacciotti
685,4332182,tkmn,"2020-02-02 16:45:52",0.35839,1,tpkuri
686,4144410,"Aymen Soussi","2020-02-02 22:43:27",0.35839,13,aymensoussi
687,4294351,"you yamasaki","2020-01-26 23:38:19",0.35839,2,youyamasaki
688,4285463,"Balaji Selvaraj ","2020-01-31 15:16:39",0.35837,4,dhakshiin1601
689,4289573,"[Deleted] 030b309b-8638-4fce-b907-89acd728b630","2020-01-26 04:59:53",0.35837,2,del=2ff07c808dd09b47
690,4228509,"Yu,Hai ","2020-01-09 03:51:26",0.35836,1,yuhaichina
691,4035888,"Raju Kumar Mishra","2020-01-16 16:49:00",0.35835,4,dataraj
692,4106433,Shiina,"2020-02-03 15:47:41",0.35835,2,shiina
693,4015323,𝒟𝒾𝓂𝑒𝓃𝓈𝒾𝑜𝓃,"2020-02-10 07:55:32",0.35834,23,coolcoder22
694,4220562,ELBert,"2020-01-31 08:34:49",0.35833,6,"daroheng,itanamix"
695,4255708,changao,"2020-01-15 15:57:33",0.35832,1,chuyhu
696,4329898,"kaname miura","2020-02-10 19:53:51",0.35832,10,kanamemiura
697,4110612,jiangxiaobai,"2020-01-07 09:59:14",0.35830,6,qqraise
698,4290160,"Jasper Dukes","2020-02-10 23:33:13",0.35829,11,j7dukes
699,4014622,gavrand,"2020-01-15 22:18:53",0.35828,2,agavranis
700,4292768,dashibat,"2020-02-03 14:42:00",0.35827,6,sorashido
701,4178429,xiaog,"2019-12-26 02:52:13",0.35826,1,xiaojiaoguai
702,4039100,WangMH,"2019-12-22 12:43:33",0.35820,6,haozhuai
703,4061311,Bonum,"2020-02-10 17:03:42",0.35819,24,xabonum
704,4064451,"James Requa","2020-01-25 02:11:18",0.35819,3,jamesrequa
705,4153424,"Takahiro Saito","2020-02-05 13:43:10",0.35817,5,takahiro3110
706,4122220,hammoo,"2019-12-28 10:48:30",0.35816,6,hammoo
707,4179136,"Gary DF","2019-12-27 07:21:08",0.35815,1,garydf
708,4296579,"Paul #2","2020-02-02 17:05:46",0.35815,2,pavelshirmanov
709,4047529,"Pavitrakumar P","2020-02-10 08:04:38",0.35811,5,pavitrakumar78
710,4188220,"Ilya Ivanov","2020-01-06 13:48:49",0.35811,2,ilivans
711,4319865,HangJinquan,"2020-01-30 12:45:37",0.35810,1,hangjinquan
712,4136216,"Igor Soldatov","2019-12-17 20:36:19",0.35809,2,soldatov
713,4323806,Taylor,"2020-01-30 21:19:14",0.35808,1,tywangty
714,4014653,"Lawrence Chernin","2020-01-31 01:27:02",0.35808,4,lawrencechernin
715,4015170,Sqy,"2020-02-03 14:18:56",0.35808,11,sqqqqy
716,4306759,"Dulya Ivan","2020-02-02 17:07:35",0.35808,2,businessxan
717,4178412,sonseungbum,"2020-01-31 01:45:51",0.35808,14,sonseungbum
718,4033858,"Andrei Zakharov","2020-01-30 19:34:46",0.35806,3,streamride
719,4014574,btk1,"2020-01-26 10:58:57",0.35805,3,"alber8295,rakibilly"
720,4028407,edrev2ai,"2020-02-09 23:18:21",0.35805,3,edrev2ai
721,4134349,LewisZhao,"2020-01-09 01:51:29",0.35804,4,zls0301
722,4235094,guitaricet,"2020-01-15 22:40:58",0.35804,1,guitaricet
723,4285109,"better score","2020-01-22 06:14:40",0.35799,1,betterscore
724,4294487,"Saurabh Singh","2020-02-10 05:53:34",0.35799,10,saurabh0424
725,4299236,asami,"2020-01-26 02:34:21",0.35799,1,asami3
726,4075285,balu,"2020-01-15 01:50:54",0.35796,13,teamilk
727,4035019,Slackaggle,"2020-02-10 21:18:09",0.35796,61,"del=4ff92ee9cbc9cb71,garima1294,gopidurgaprasad,seshurajup,urvishp80"
728,4284859,xiaowang,"2020-01-22 04:21:35",0.35792,1,xiaowangiiiii
729,4018691,"Shashi Prakash Tripathi","2020-02-03 06:04:52",0.35791,2,shishu1421
730,4124841,zhangxin,"2020-01-29 15:53:17",0.35790,3,tenffe
731,4272811,Aro_,"2020-01-20 04:56:42",0.35788,1,aro710
732,4034988,"Ranko Mosic","2020-01-17 05:51:10",0.35784,3,mosicr
733,4212269,"Ngatiok Tiunn","2020-01-20 08:55:15",0.35782,2,ychangl
734,4183913,zehengl,"2019-12-28 03:55:08",0.35782,1,zehengl
735,4014379,"Frank Puk","2019-12-15 06:19:34",0.35782,9,pukkinming
736,4315261,"Rangga Putra Pertama","2020-02-06 02:15:25",0.35778,4,ranggarppb
737,4015782,Putalay,"2020-02-03 12:51:43",0.35777,5,prasertsak
738,4070159,问苍茫大地谁主沉浮,"2019-12-17 05:32:35",0.35775,13,strideradu
739,4021537,woo,"2019-12-22 05:09:07",0.35772,3,kangzhang
740,4330955,"Elizaveta Bolotova123","2020-02-08 11:40:16",0.35771,1,elizavetabolotova123
741,4027587,Ashwini,"2020-01-30 23:18:46",0.35770,1,ashwinids
742,4268314,"Gabriel Sol","2020-01-23 22:53:42",0.35766,9,gabrielsol
743,4164080,Edward0chen,"2020-01-08 02:05:56",0.35766,5,edward0chen
744,4330853,tkd0503,"2020-02-10 18:28:11",0.35765,16,tkd0503
745,4048364,KaggleTang,"2020-01-27 03:42:17",0.35763,8,kaggletang
746,4311753,sitz,"2020-01-29 15:48:06",0.35761,4,siteez
747,4015218,hukuda222,"2020-01-27 06:01:40",0.35759,39,"hukuda222,ptt427,yzrhssk23"
748,4222246,Phantom,"2020-02-10 03:41:11",0.35759,4,dechang227
749,4285164,"Nikita Okorokov","2020-01-22 06:02:23",0.35759,1,nokorokov
750,4161431,"Jason Z","2020-01-02 15:19:41",0.35756,2,jasonzzy
751,4031762,hiromu,"2020-02-06 08:52:14",0.35754,14,hiromoon166
752,4144267,mtodisco10,"2019-12-19 14:45:28",0.35753,4,mtodisco10
753,4274074,"Alexey Vatolin","2020-01-22 09:27:12",0.35750,3,vatolinalexey
754,4205645,Ilya,"2020-02-01 13:03:20",0.35749,4,iboulatov
755,4141079,"Himanshu Singh","2020-01-21 13:08:27",0.35749,4,aiwarrior25
756,4279988,Atsushi,"2020-01-25 00:31:42",0.35748,4,atsushi015
757,4173355,Neuron-095,"2020-02-10 23:32:28",0.35747,9,"neuron95,omarsalman"
758,4161454,硫乙醇,"2020-01-20 00:10:56",0.35747,3,lyc1005
759,4296710,Arteziak,"2020-01-24 19:32:51",0.35746,1,arteziak
760,4063096,Needy,"2019-12-18 18:18:18",0.35745,2,ndhuanhuan
761,4014228,"Ayush Yajnik","2019-12-31 02:16:54",0.35744,1,ayushyajnik
762,4198626,遇到了困难不要埋怨自己不要指责他人,"2020-01-07 10:52:02",0.35744,1,misakalee
763,4132378,xinyanpaishanzhashu,"2020-01-20 14:19:25",0.35742,2,xinyanpaishanzhashu
764,4275633,"Alexander Zinovev","2020-01-20 11:13:17",0.35742,2,afaist
765,4272204,tn338,"2020-01-23 02:14:55",0.35739,2,spark08
766,4029734,chicm,"2020-01-07 16:07:58",0.35739,6,idv2005
767,4296596,masdrubal,"2020-02-03 18:10:24",0.35738,5,masdrubal
768,4184304,mhiro216,"2020-01-26 15:12:33",0.35736,4,mhiro216
769,4331345,tkm2261,"2020-02-05 19:35:16",0.35734,4,tkm2261
770,4014212,"Rohin Arora","2019-12-20 11:35:21",0.35734,8,rohinarora
771,4050247,"Mikhail Fadeev","2020-02-05 18:19:49",0.35733,3,mikhailfadeev
772,4042356,Phongdk,"2020-01-12 05:50:08",0.35733,9,phongkhacdo
773,4051334,"Data Craze","2019-12-17 23:18:32",0.35733,1,datafad
774,4041718,Tegzes,"2020-01-23 14:13:27",0.35733,1,tegzes
775,4333921,nicapotato,"2020-02-10 13:51:50",0.35732,1,nicapotato
776,4014010,"Jan Bre","2020-01-28 20:59:16",0.35731,2,jpbremer
777,4222149,"Wang Zhenyu","2020-01-08 00:26:49",0.35730,1,wangzhy26
778,4233319,Audit_it,"2020-01-16 04:50:06",0.35728,1,"annavishnivetskaya,dooquive,elenasam,murtazaliev,tzinch21"
779,4270667,azure,"2020-01-22 14:54:57",0.35728,1,zephyroc
780,4124641,PGorshenin,"2020-02-01 06:12:12",0.35726,18,pgorshenin
781,4017179,MuralidharanM,"2020-01-12 15:07:46",0.35726,12,stitch
782,4289480,"Akira Sasaki","2020-01-26 07:50:07",0.35725,2,hikomimo
783,4018828,"Zeyu Huang","2020-02-04 22:24:13",0.35724,2,zeyuhuang
784,4168945,OlegTrusov,"2020-01-27 19:33:48",0.35722,1,trsvolig
785,4047063,"Tanishq Gautam","2019-12-20 06:48:12",0.35721,6,ligtfeather
786,4141914,"Yasser #2","2019-12-18 16:16:14",0.35721,1,ressuy
787,4178718,suhe,"2020-01-22 03:58:15",0.35720,2,suhepku
788,4303932,"Sergey Khulapko","2020-02-10 18:47:16",0.35716,1,khulapkosv
789,4201897,"yunhu ye","2020-02-10 03:11:32",0.35712,31,dunaizhuan
790,4025115,"Far Away","2019-12-19 16:20:46",0.35711,29,salehian
791,4271632,Umsa,"2020-02-10 13:47:08",0.35710,40,mlpract
792,4029350,areomoon,"2020-02-05 16:25:13",0.35710,9,areomoon
793,4296008,Cygnoides,"2020-01-25 21:43:35",0.35710,5,chenmin1
794,4204244,Alex_Wang,"2020-01-03 02:09:00",0.35709,1,alexwang2019
795,4178764,すのこのこ,"2019-12-30 15:00:55",0.35709,1,sunocos
796,4267986,"Araik Tamazian","2020-01-17 18:47:52",0.35708,1,atamazian
797,4292392,"Liam Gallagher","2020-02-10 04:33:54",0.35708,1,kazutanaka
798,4014859,"Mohanad Abu-Nayla","2019-12-28 13:42:35",0.35706,7,mohanad1
799,4308874,"Chris X","2020-02-07 16:42:58",0.35702,17,docxian
800,4276763,yaoyue123,"2020-01-28 08:03:22",0.35702,3,yaoyue123
801,4034276,0DD1,"2020-01-28 13:43:32",0.35702,7,adish333
802,4192792,ZhangLong,"2020-01-31 16:00:02",0.35702,29,tonyzl
803,4265667,Own_way_3,"2020-01-17 08:32:43",0.35700,1,ownway3
804,4106578,"Parkinson Zabelin","2020-02-10 21:26:11",0.35699,17,parkinsonzabelin
805,4266159,pndnism,"2020-01-18 15:53:03",0.35695,1,pandaman817
806,4094845,macauboy,"2020-01-07 00:03:56",0.35694,11,macauboy
807,4186321,Malderiere,"2019-12-28 22:21:55",0.35689,2,malderiere
808,4146274,"Peter Xia","2020-02-07 08:26:13",0.35689,1,localhost3306
809,4093297,rauta,"2020-01-29 07:08:55",0.35688,6,rautaki0127
810,4134000,MagicTao,"2020-01-23 05:03:48",0.35687,1,taoren
811,4160439,mn2019,"2020-01-29 11:21:20",0.35687,1,mn2019
812,4110999,"[Deleted] 24fd167b-e280-4bf8-be46-b5741d551f1f","2019-12-30 09:26:54",0.35683,2,del=bd97c21d53ff5929
813,4256663,smit,"2020-01-29 09:30:24",0.35681,3,smitambalia
814,4055990,"Varun Kruthiventi","2020-01-20 02:37:40",0.35676,3,saivarunk
815,4206271,"shallow learner","2020-01-21 04:28:51",0.35676,6,zzhharrison0311
816,4155550,Surender,"2020-02-10 08:57:44",0.35672,14,surender728
817,4296784,Alvaro,"2020-02-10 23:44:31",0.35669,16,alvaroma
818,4305238,"Krishanu Singh","2020-01-30 13:40:28",0.35669,2,kst6690
819,4262162,[Deleted],"2020-01-20 17:39:35",0.35667,1,del=00cfc1d4736f0665
820,4334816,blackmore,"2020-02-05 22:14:49",0.35662,1,sakamoto11
821,4082043,massy,"2020-01-10 04:04:08",0.35660,3,massyue
822,4258049,"Alexander Kirilin","2020-01-22 09:09:56",0.35657,2,alexanderd
823,4123378,RSingh,"2020-02-04 02:09:12",0.35656,1,ransingh
824,4269723,Vikrant,"2020-01-26 11:24:43",0.35656,1,vikrant06
825,4017988,Survive,"2019-12-12 07:45:07",0.35652,3,"hitzhangao,yaotianhit"
826,4115072,yoshi_u,"2020-01-30 02:08:47",0.35651,2,yoshiu
827,4219454,"Dr J","2020-01-12 14:50:12",0.35648,9,omniactio
828,4050493,WANYI,"2019-12-29 17:46:16",0.35648,6,wanyi666
829,4301666,eggachecat,"2020-01-29 15:42:32",0.35646,1,eggachecat
830,4081976,Index,"2019-12-18 06:34:48",0.35646,3,thousandface1111
831,4330762,"[Deleted] 9f8e7622-dbfb-474a-bcff-37a20a99871a","2020-02-03 10:12:31",0.35643,1,del=a048df910fa1a855
832,4028519,IntelliDech,"2019-12-15 23:02:26",0.35641,9,vaiossynt
833,4299588,HM,"2020-01-27 10:12:42",0.35638,1,xiaomen
834,4177440,ArcWaterCash,"2020-02-10 14:57:27",0.35638,7,arcwatercash
835,4290116,"John Hilbun","2020-01-24 15:28:34",0.35633,5,jhilbun
836,4107004,DiegoJohnson,"2019-12-17 05:11:29",0.35632,1,diegojohnson
837,4056818,hrunic,"2020-01-18 14:24:56",0.35629,20,nicohrubec
838,4093794,omarsamir,"2020-01-28 08:50:37",0.35622,4,osamir
839,4294824,"Sean Parker","2020-01-31 04:28:16",0.35622,1,seanparker911
840,4026640,"Tony Y.","2019-12-18 10:14:39",0.35622,3,tonyyy
841,4127041,"Yuji Nozawa","2020-01-04 22:52:55",0.35621,3,yujinozawa
842,4020664,cjma,"2019-12-27 04:49:10",0.35617,5,chengjiun
843,4110945,FatimaZahraeGasmi,"2019-12-12 13:50:28",0.35615,1,fatimagasmi
844,4295100,YALICKJ,"2020-01-25 12:19:34",0.35612,3,yalickj
845,4331011,"Lena Shashkina","2020-02-08 11:39:56",0.35608,1,lenashashkina
846,4227010,jyang,"2020-01-28 03:28:01",0.35605,2,shinning
847,4014724,"Carlo Lepelaars","2020-01-05 01:52:01",0.35602,24,"carlolepelaars,illiakavalevich"
848,4030261,"Rosemary Y.","2019-12-22 11:57:57",0.35602,7,wewere12
849,4033015,zhaogang,"2019-12-23 01:44:03",0.35602,5,zhaogangthu
850,4061768,"Si Yu","2019-12-24 13:22:27",0.35602,33,zhuoyuer
851,4161280,SuhasPandhe,"2019-12-24 14:27:37",0.35602,1,suhaspandhe13
852,4179623,CapedCrusader,"2019-12-26 08:45:43",0.35602,1,sandeepchanda
853,4188689,ThembaniPhaweni,"2019-12-28 18:28:35",0.35602,1,thembani
854,4026520,"naoya kumagai","2019-12-30 01:45:50",0.35602,3,nkumaya
855,4183645,lincer,"2019-12-30 01:54:32",0.35602,2,lincer
856,4015151,zx-一叶,"2019-12-30 03:36:08",0.35602,8,onebugbear
857,4203272,Dacian,"2020-01-03 01:51:01",0.35602,1,dacianyu
858,4157017,"Yabo Ling","2020-01-03 20:47:34",0.35602,1,yaboling
859,4027633,indy256,"2020-01-03 23:25:57",0.35602,23,indy256
860,4098920,SharanSundar,"2020-01-04 05:56:51",0.35602,3,sharansundar
861,4076175,"Song bo","2020-01-05 06:59:09",0.35602,2,phenomena9
862,4208406,arthasli,"2020-01-06 11:34:24",0.35602,1,arthasli
863,4150534,samgu,"2020-02-03 08:45:11",0.35602,7,samgu2
864,4078386,Tom57,"2020-01-07 08:55:29",0.35602,1,thomastilli
865,4017721,shivyshiv,"2020-01-07 17:32:21",0.35602,10,shivyshiv
866,4104098,Jack_PPH,"2020-02-08 14:22:54",0.35602,12,jackpph
867,4154204,htts001,"2020-01-10 10:22:32",0.35602,4,htts001
868,4029355,忍住不笑,"2020-01-28 09:15:45",0.35602,4,"royal11,xiaoduolababy"
869,4204511,"Hartmut Ott","2020-01-14 19:33:41",0.35602,2,hartmut
870,4196487,"Kelly Gong","2020-01-16 12:26:36",0.35602,4,"jinyuchen0108,zhenggonglove"
871,4233212,"Aki Matsuno","2020-01-23 12:49:33",0.35602,9,akimatsuno
872,4092496,boixosnoisfinki,"2020-01-16 12:36:11",0.35602,2,finkicooles
873,4262839,K.Mitsuhiro,"2020-01-16 13:29:58",0.35602,1,kmitsuhiro
874,4230969,[Deleted],"2020-02-08 10:50:33",0.35602,8,del=4998869224347dfd
875,4262063,hatoba,"2020-01-18 13:30:41",0.35602,1,hatoba
876,4026313,"shubham goyal","2020-01-20 09:34:22",0.35602,1,shubham505
877,4289577,"Mikhail Sokolov","2020-01-25 20:05:42",0.35602,10,ms888ekb
878,4289652,gao,"2020-01-23 05:49:59",0.35602,1,yikayiyo
879,4252668,"Thiago G. Santos","2020-01-24 17:32:44",0.35602,2,thiagogsantos
880,4020472,"[Deleted] #6","2020-01-25 04:50:17",0.35602,5,del=021e30d07adb205f
881,4057275,dregss,"2020-01-26 02:11:41",0.35602,1,dregss
882,4188792,Vadim,"2020-01-26 19:33:34",0.35602,1,vadims
883,4290617,"Mahmoud farfoura","2020-02-05 08:59:55",0.35602,13,mfarfora
884,4016024,"Aman Jain","2020-01-30 16:48:03",0.35602,1,amanacden
885,4295901,JumpeiT,"2020-01-31 05:48:38",0.35602,4,econjt
886,4328381,Feng,"2020-02-10 18:30:03",0.35602,22,wangyoucao1234
887,4197730,ashok,"2020-02-01 23:26:39",0.35602,10,ashoksrinivas
888,4196856,vivekkumar,"2020-02-02 04:54:59",0.35602,2,vchoubey
889,4289438,dairatom,"2020-02-10 13:01:47",0.35602,14,dairatom
890,4302063,fly2018,"2020-02-07 03:10:20",0.35602,1,fenglongyu
891,4335118,"Shiba Inu","2020-02-08 09:53:47",0.35602,1,brushwooddog2019
892,4130253,tizawa3,"2020-01-29 08:37:41",0.35602,3,tizawa
893,4166051,dlutlzp,"2020-01-02 06:12:48",0.35589,1,dlutlzp
894,4315767,Irinali,"2020-01-29 19:36:01",0.35584,4,irinali
895,4053314,"totoro \o/","2020-01-21 06:10:16",0.35582,18,"georgejia,lmshawncx,wangyaoo,yiningdu"
896,4261699,royokong,"2020-02-07 04:27:45",0.35581,9,royokong
897,4090467,will,"2019-12-12 05:44:17",0.35579,7,willinseu
898,4142822,MLhardS,"2020-02-02 17:30:34",0.35571,2,"carsonlloyd,dylanlisk"
899,4037441,ragnar,"2019-12-16 15:22:23",0.35566,6,ragnar123
900,4083933,"Nandhu Elango","2019-12-18 13:03:24",0.35565,9,nandhuelan
901,4233071,"Utkarsh Tripathi","2020-01-10 10:38:06",0.35562,1,utkarshtripathi
902,4145351,osot,"2020-02-09 14:55:42",0.35551,1,omotere
903,4052497,"Maximilien Roberti","2020-01-27 14:48:13",0.35550,1,maroberti
904,4046975,iyoad,"2019-12-19 16:24:05",0.35546,6,mzfive
905,4255613,Itaegyun,"2020-02-10 06:10:19",0.35544,6,powerzist
906,4138708,C_M,"2019-12-23 17:26:16",0.35538,1,ashukr
907,4195350,"Yutaro Inoue","2019-12-31 09:41:04",0.35538,1,yuu113
908,4261152,keqi,"2020-02-10 11:29:58",0.35537,4,wuyanc
909,4176168,on9zhai,"2020-02-07 19:30:57",0.35537,20,on9zhai
910,4214932,313,"2020-02-03 05:37:22",0.35535,9,elvira29
911,4054182,Ko,"2020-02-10 09:27:57",0.35534,1,bunshokoyano
912,4222092,"Chase Chen","2020-02-01 15:39:17",0.35527,8,asd336655
913,4126716,smerllo,"2020-01-20 18:26:51",0.35525,1,smerllo
914,4100626,boston17,"2020-01-12 03:52:31",0.35525,1,jeeperscreepers
915,4061480,Leigh,"2020-01-23 16:30:29",0.35524,8,leighplt
916,4089689,KY-team,"2020-02-09 18:26:35",0.35523,25,"ihelon,isaienkov"
917,4021880,Tamaki,"2019-12-23 16:01:11",0.35519,5,decoflight
918,4193746,"Anup Mandvariya","2019-12-31 16:03:54",0.35517,1,anupmandvariya
919,4059865,Daren,"2020-02-10 14:50:38",0.35508,9,dddzhou
920,4193816,"Ruolin Jia","2020-01-03 13:18:29",0.35506,1,rj2537
921,4122753,"Mike Kane","2020-02-10 06:53:13",0.35505,1,mikekane
922,4014586,Beans,"2020-01-29 08:10:15",0.35504,3,hsinwenchang
923,4239773,taishi,"2020-01-31 08:09:04",0.35500,2,taish3
924,4020929,DatTran,"2020-01-05 18:19:17",0.35499,15,dante2608
925,4290984,"Hi Im Ryo","2020-01-30 16:52:49",0.35499,1,loto610
926,4073044,"Rich Bielak","2020-02-10 19:03:04",0.35499,4,rebielak
927,4294374,M&D,"2020-01-29 05:34:21",0.35496,7,anchaleejamdee
928,4339747,"Alexandr Balakirev","2020-02-09 19:26:47",0.35495,2,alexandrbalakirev
929,4256436,VW25,"2020-01-24 14:22:49",0.35494,2,vincentwang25
930,4289173,MasterMatthew,"2020-02-09 00:45:49",0.35493,1,mastermatthew
931,4031947,walkerjojo,"2020-02-10 03:05:45",0.35492,5,walkerjojo
932,4155065,YQ,"2020-01-14 11:56:05",0.35490,15,"arianaquek,yongjinyi"
933,4041739,c6w6,"2020-02-07 10:00:10",0.35489,1,chin6wee6
934,4097321,"Youshaa Murhij","2019-12-19 21:10:33",0.35489,2,youshaamurhij
935,4071909,Ram,"2019-12-20 10:36:23",0.35489,1,ramreddy
936,4050401,"Anna Beketova","2019-12-22 19:32:44",0.35489,8,anyamb
937,4021488,"Yanzhan Yang","2019-12-28 16:50:03",0.35489,1,yangyanzhan
938,4116653,"Sai Ma","2019-12-12 08:13:20",0.35483,1,mmmspirit
939,4015394,"Yash Choubey","2019-12-15 18:01:47",0.35481,6,yashchoubey
940,4259309,"Ruslan Shvetsov","2020-01-15 19:17:08",0.35478,1,shvetsovrsh
941,4184617,"Hayato Aonami","2019-12-31 11:19:58",0.35477,3,hayatoaonami
942,4019955,"Daniel Becker","2020-01-11 12:50:20",0.35475,50,danielbecker
943,4286926,"Ilya Lasy","2020-01-25 07:02:47",0.35474,2,misterion777
944,4120333,КириллРыбкин,"2020-01-22 15:46:20",0.35465,5,kirillru
945,4086670,"Paul T","2020-01-07 05:43:21",0.35459,1,pt1001
946,4291768,"K Tanaka","2020-01-26 14:08:45",0.35452,1,kanatat
947,4198635,"Dzemidka Dzmitry","2020-01-02 12:11:01",0.35452,1,dimad1234
948,4048934,"Hari Sharma","2019-12-12 00:53:45",0.35452,7,harisharma
949,4278788,"Fernando Wittmann","2020-01-20 23:35:03",0.35448,2,wittmannf
950,4041147,"[Deleted] 10292ad0-5630-4f9a-a595-c34747a79ceb","2019-12-21 13:08:19",0.35404,3,del=9a11eaf97955bc68
951,4168006,Madrasi,"2020-01-02 11:04:13",0.35356,1,sujisuraj
952,4052069,"Journy Kim","2020-01-18 14:58:51",0.35353,11,"onlyl4u,vinnamkim"
953,4031143,_nounou_,"2020-01-08 17:57:44",0.35347,4,rpygamer
954,4295578,"Kirill Simakov","2020-01-24 14:53:10",0.35338,1,ksimakov
955,4302783,Pavblo,"2020-01-29 18:47:22",0.35328,7,pavblo
956,4177024,"Tinys ","2020-01-07 04:56:32",0.35328,1,tinyswish
957,4130401,"Adam Chang","2020-02-10 13:06:23",0.35325,16,adam9500370
958,4053719,AnkitPaliwal,"2019-12-31 06:11:25",0.35322,16,anktplwl91
959,4092852,geolearnerr,"2020-01-30 17:13:36",0.35312,1,geokocha
960,4291588,だるま坂,"2020-02-01 05:02:13",0.35312,7,"ns8drw,yawata"
961,4076657,NZND,"2019-12-23 20:28:00",0.35308,3,ll73xete
962,4322578,Vineetha,"2020-01-31 17:33:46",0.35307,4,vineethamancha
963,4063856,chuangchuangtan,"2020-01-31 04:42:34",0.35305,1,"shihanwang,tanchuangchuang"
964,4187887,yuexinwu,"2020-01-05 02:15:15",0.35278,3,"lg123456,yuexinwu"
965,4129181,"João Victor","2019-12-14 21:00:17",0.35254,1,jvlegend
966,4018964,"TienDuc Cao","2020-01-17 13:49:36",0.35253,6,duccao
967,4046028,"praveen kumar","2020-02-10 21:19:52",0.35248,1,praveenkumarbandaru
968,4329852,Kiranbeethoju,"2020-02-08 15:35:49",0.35242,5,kiranbeethoju
969,4163953,"Marcel Barros","2020-02-10 16:17:17",0.35238,6,mrdbarros
